Gene_id	KO_1	KO_2	KO_3	KO_4	WT_1	WT_2	WT_3	WT_4
YNL339W-B	0	0	0	0	0	0	0	0
YNR001C	29	34	32	21	24	20	28	22
YNR001W-A	2	3	2	4	2	1	4	3
YNR002C	14	11	5	20	20	14	15	17
YNR003C	24	16	19	20	18	17	12	20
YNR003W-A	3	6	2	3	4	1	4	3
YNR004W	6	6	10	6	10	9	7	8
YNR005C	14	13	10	13	10	20	11	11
YNR006W	51	43	35	44	43	29	33	40
YNR007C	11	20	17	16	12	9	15	15
YNR008W	27	23	40	40	34	21	17	29
YNR009W	13	15	13	14	9	14	16	5
YNR010W	8	11	8	8	8	5	5	5
YNR011C	50	39	40	36	49	61	37	42
YNR012W	28	28	22	34	26	26	17	27
YNR013C	57	52	35	49	46	49	34	41
YNR014W	7	5	14	16	14	10	7	14
YNR015W	25	18	15	16	20	27	19	14
YNR016C	111	123	129	137	125	119	124	135
YNR017W	8	12	8	24	11	10	15	8
YNR018W	10	12	8	15	7	9	9	12
YNR019W	37	31	38	36	41	43	30	40
YNR020C	12	19	12	10	13	14	11	13
YNR021W	19	22	26	20	21	29	17	21
YNR022C	5	10	5	7	9	6	5	6
YNR023W	29	20	24	29	35	31	35	35
YNR024W	14	19	16	16	14	16	15	15
YNR025C	6	7	9	17	9	9	9	5
YNR026C	20	31	24	26	25	20	23	17
YNR027W	19	15	11	21	15	17	13	16
YNR028W	17	16	17	19	17	7	14	11
YNR029C	18	18	25	30	17	24	25	22
YNR030W	34	26	21	47	37	19	20	33
YNR031C	86	69	72	90	97	78	69	86
YNR032C-A	1	3	3	6	6	4	3	1
YNR032W	18	19	28	29	23	17	16	21
YNR033W	44	37	47	47	35	35	44	30
YNR034W	14	24	19	12	19	17	12	17
YNR034W-A	7	7	4	4	1	2	1	7
YNR035C	13	19	14	26	24	16	20	22
YNR036C	9	6	5	4	8	7	7	4
YNR037C	0	5	4	1	5	2	4	2
YNR038W	29	41	30	29	54	34	30	37
YNR039C	38	36	34	32	38	34	33	32
YNR040W	12	13	7	14	15	11	12	18
YNR041C	34	18	26	23	16	24	27	26
YNR042W	14	13	16	18	22	20	20	14
YNR043W	26	22	20	30	15	22	24	20
YNR044W	43	24	44	22	32	27	28	37
YNR045W	21	24	24	37	34	24	25	29
YNR046W	5	10	9	5	8	5	9	6
YNR047W	38	42	46	60	48	39	52	37
YNR048W	19	11	18	15	15	24	14	23
YNR049C	18	11	11	10	8	10	8	9
YNR050C	30	17	18	19	23	20	20	28
YNR051C	26	26	24	22	23	38	24	24
YNR052C	26	23	25	21	19	25	17	23
YNR053C	29	30	17	40	26	24	24	18
YNR054C	22	14	6	20	19	24	13	10
YNR055C	30	34	18	39	34	27	27	23
YNR056C	33	36	27	38	21	26	24	18
YNR057C	12	5	11	10	10	18	13	12
YNR058W	32	25	24	29	31	24	30	29
YNR059W	30	38	39	28	39	35	27	27
YNR060W	34	47	42	37	33	41	34	33
YNR061C	11	18	12	8	9	7	6	11
YNR062C	23	20	19	16	28	17	15	22
YNR063W	37	43	32	38	46	30	33	35
YNR064C	13	12	13	17	22	15	18	12
YNR065C	45	52	62	72	55	61	58	45
YNR066C	28	21	26	26	28	15	19	37
YNR067C	75	46	74	61	59	67	54	65
YNR068C	11	11	10	10	18	17	4	9
YNR069C	26	17	21	20	28	25	33	20
YNR070W	76	68	84	76	76	78	72	72
YNR071C	17	18	15	23	22	18	20	15
YNR072W	30	25	16	27	33	30	23	21
YNR073C	13	14	19	14	7	16	16	11
YNR074C	22	28	14	18	15	19	18	20
YNR075C-A	1	0	0	0	1	0	1	1
YNR075W	20	20	21	19	23	18	17	17
YNR076W	0	0	0	0	0	0	0	0
YNR077C	4	3	4	2	1	4	0	3
YOL001W	21	8	15	16	11	14	21	6
YOL002C	17	28	19	16	10	14	19	25
YOL003C	14	20	25	29	14	30	17	23
YOL004W	92	81	78	75	91	88	68	103
YOL005C	1	6	4	7	6	7	4	2
YOL006C	38	54	35	43	38	48	49	43
YOL007C	11	14	18	22	23	18	19	15
YOL008W	10	4	4	13	14	9	9	12
YOL009C	18	20	11	13	19	10	15	11
YOL010W	17	16	27	14	26	23	20	13
YOL011W	31	34	38	45	35	33	44	31
YOL012C	8	9	8	7	6	8	5	8
YOL013C	31	23	25	28	33	40	22	27
YOL013W-A	0	0	0	0	0	0	0	0
YOL013W-B	5	3	6	4	4	4	3	3
YOL014W	4	4	2	4	7	6	7	8
YOL015W	30	29	28	27	36	33	29	41
YOL016C	26	24	24	25	28	21	25	34
YOL017W	41	27	34	48	32	49	35	30
YOL018C	27	29	16	17	26	25	22	15
YOL019W	43	35	25	48	29	31	21	26
YOL019W-A	1	1	1	0	2	3	2	1
YOL020W	40	27	27	23	33	41	21	25
YOL021C	63	66	52	50	70	49	54	51
YOL022C	14	18	22	12	23	16	20	18
YOL023W	37	39	25	34	45	25	30	28
YOL024W	10	12	16	8	7	8	11	5
YOL025W	36	34	34	27	44	32	32	38
YOL026C	1	7	5	5	8	10	2	5
YOL027C	26	31	34	35	25	32	25	27
YOL028C	12	10	14	16	15	17	15	16
YOL029C	12	8	10	17	4	8	10	7
YOL030W	20	18	20	30	32	15	20	23
YOL031C	25	16	25	20	25	18	29	23
YOL032W	12	14	10	14	10	17	9	20
YOL033W	23	25	25	28	36	28	23	23
YOL034W	50	50	60	66	71	53	59	44
YOL035C	15	7	8	15	7	12	7	7
YOL036W	61	54	38	55	47	50	51	37
YOL037C	13	4	12	8	9	8	5	8
YOL038C-A	1	1	1	0	1	0	1	0
YOL038W	15	10	13	20	14	7	12	11
YOL039W	2	5	1	3	6	3	6	8
YOL040C	4	5	7	9	6	9	3	5
YOL041C	22	17	20	30	27	18	15	24
YOL042W	16	22	11	21	20	29	20	20
YOL043C	20	28	25	16	23	17	16	12
YOL044W	18	19	24	16	20	20	23	13
YOL045W	61	81	67	80	85	61	73	63
YOL046C	22	24	21	31	20	21	23	23
YOL047C	22	24	22	22	22	17	30	20
YOL048C	20	21	22	15	19	20	25	12
YOL049W	21	27	23	28	16	37	26	24
YOL050C	12	8	8	7	12	6	13	11
YOL051W	54	69	55	60	70	56	57	66
YOL052C	16	21	20	15	18	25	10	21
YOL052C-A	1	4	0	2	2	2	3	1
YOL053W	20	22	27	34	28	24	23	17
YOL054W	27	27	18	19	19	25	19	25
YOL055C	31	29	31	30	30	26	28	34
YOL056W	10	17	12	17	16	20	14	16
YOL057W	46	37	42	26	31	33	31	48
YOL058W	24	15	29	32	25	16	21	22
YOL059W	27	24	33	16	22	16	26	29
YOL060C	42	42	33	49	42	38	24	40
YOL061W	22	21	21	27	33	26	24	29
YOL062C	23	26	26	28	18	25	25	13
YOL063C	60	57	45	44	51	37	50	46
YOL064C	20	30	29	16	18	17	24	19
YOL065C	20	20	17	16	23	19	22	15
YOL066C	33	26	37	39	34	37	27	24
YOL067C	9	13	8	12	7	11	7	6
YOL068C	30	33	29	28	27	33	33	13
YOL069W	32	24	22	33	30	30	24	26
YOL070C	28	28	27	31	30	27	20	23
YOL071W	7	7	5	13	6	5	4	6
YOL072W	30	32	24	27	28	31	22	19
YOL073C	17	16	17	20	19	11	9	23
YOL075C	58	68	65	76	71	75	53	69
YOL076W	41	42	44	51	45	52	38	52
YOL077C	17	24	8	11	20	19	7	13
YOL077W-A	3	4	1	5	2	4	1	2
YOL078W	68	58	48	65	69	59	58	62
YOL079W	8	17	12	19	16	11	18	8
YOL080C	22	30	15	22	22	26	21	22
YOL081W	170	179	183	174	187	167	148	154
YOL082W	17	30	20	20	24	21	19	11
YOL083C-A	10	8	4	7	8	7	8	7
YOL083W	27	13	11	26	27	10	22	30
YOL084W	50	45	50	48	56	58	52	45
YOL085C	6	10	10	6	9	3	3	7
YOL085W-A	4	7	6	9	6	6	4	5
YOL086C	17	18	12	11	26	21	21	16
YOL086W-A	2	5	2	1	4	3	2	7
YOL087C	70	59	61	82	58	63	60	59
YOL088C	22	13	13	19	8	12	13	9
YOL089C	66	54	53	74	62	56	42	45
YOL090W	60	53	45	49	58	45	54	41
YOL091W	35	44	24	33	43	33	22	34
YOL092W	15	18	18	19	16	15	12	17
YOL093W	16	16	15	14	14	16	15	17
YOL094C	16	20	16	24	19	17	19	17
YOL095C	41	26	34	43	31	43	29	40
YOL096C	14	17	18	18	21	19	12	23
YOL097C	13	18	29	16	24	19	25	20
YOL097W-A	1	3	1	2	2	2	1	3
YOL098C	63	48	53	46	66	53	56	40
YOL099C	18	21	25	13	18	13	13	18
YOL100W	61	94	62	73	82	70	54	66
YOL101C	15	15	13	13	26	14	16	13
YOL102C	13	14	11	10	15	17	13	9
YOL103W	33	39	32	36	25	28	34	26
YOL103W-A	0	0	0	0	0	0	0	0
YOL103W-B	0	0	0	1	2	0	2	3
YOL104C	10	19	21	17	15	22	18	12
YOL105C	34	32	26	31	24	29	23	38
YOL106W	7	4	3	4	4	10	8	5
YOL107W	29	22	14	19	11	20	15	10
YOL108C	7	7	9	12	5	10	9	5
YOL109W	7	5	4	6	7	2	5	4
YOL110W	12	12	10	7	10	20	9	14
YOL111C	5	12	14	6	12	5	13	11
YOL112W	22	23	26	22	30	27	31	24
YOL113W	36	40	36	31	32	46	35	40
YOL114C	14	11	11	14	7	9	9	4
YOL115W	29	28	22	39	36	34	14	18
YOL116W	16	27	23	18	18	20	18	22
YOL117W	37	45	33	32	43	40	33	31
YOL118C	5	3	7	5	8	6	7	2
YOL119C	21	27	24	27	21	31	30	20
YOL120C	21	15	11	9	5	14	9	12
YOL121C	6	9	7	7	9	8	8	6
YOL122C	28	22	25	36	32	29	23	30
YOL123W	34	25	22	26	25	17	21	25
YOL124C	35	18	19	28	33	28	22	27
YOL125W	18	26	30	24	20	26	18	20
YOL126C	34	18	32	14	18	17	19	25
YOL127W	7	6	7	4	8	6	3	6
YOL128C	22	23	18	32	21	17	20	25
YOL129W	11	11	5	8	9	11	11	13
YOL130W	45	49	40	59	47	46	42	30
YOL131W	5	8	4	5	4	5	3	4
YOL132W	26	27	29	29	23	22	16	18
YOL133W	11	11	8	9	16	8	11	8
YOL134C	13	9	7	9	16	16	13	8
YOL135C	10	8	10	10	13	11	10	11
YOL136C	24	13	22	16	22	15	10	17
YOL137W	25	22	32	30	31	22	28	24
YOL138C	90	84	73	60	85	83	69	76
YOL139C	13	3	8	15	13	10	9	11
YOL140W	21	23	27	15	25	22	18	20
YOL141W	34	45	36	31	47	37	38	27
YOL142W	12	9	6	15	7	14	8	6
YOL143C	10	3	8	17	14	8	6	7
YOL144W	26	31	28	28	25	20	18	26
YOL145C	53	60	54	53	49	58	54	56
YOL146W	10	11	7	6	4	5	6	11
YOL147C	14	14	14	10	12	9	13	11
YOL148C	32	28	26	45	34	38	27	34
YOL149W	15	12	15	9	10	12	14	9
YOL150C	8	6	7	12	6	9	9	5
YOL151W	19	22	15	21	17	30	14	24
YOL152W	36	28	36	29	38	38	34	31
YOL153C	35	34	22	51	26	24	33	33
YOL154W	13	10	15	12	11	11	15	5
YOL155C	55	54	57	51	50	44	44	42
YOL155W-A	0	0	0	0	0	0	0	0
YOL156W	15	15	13	18	15	17	11	22
YOL157C	25	33	21	11	21	15	27	19
YOL158C	38	23	32	29	41	27	30	31
YOL159C	11	9	6	13	12	10	5	3
YOL159C-A	5	1	2	6	2	1	0	4
YOL160W	4	5	7	3	5	8	6	3
YOL161C	5	0	3	3	3	2	6	5
YOL162W	15	12	13	4	9	7	10	10
YOL163W	11	7	4	11	11	11	9	5
YOL164W	38	37	32	26	38	22	28	51
YOL164W-A	3	2	0	2	3	0	2	1
YOL165C	3	4	3	8	9	4	9	6
YOL166C	2	2	4	7	3	3	11	4
YOL166W-A	0	3	2	0	3	2	3	2
YOR001W	41	41	26	47	52	29	37	23
YOR002W	29	27	23	30	38	27	24	25
YOR003W	20	39	23	30	33	26	18	28
YOR004W	17	10	10	27	14	11	13	9
YOR005C	44	49	60	45	47	57	38	40
YOR006C	9	14	17	20	18	16	11	19
YOR007C	22	16	16	24	27	16	19	15
YOR008C	22	19	13	15	21	14	20	9
YOR008C-A	2	4	0	3	1	1	2	2
YOR008W-B	0	0	1	4	0	0	1	0
YOR009W	22	21	20	29	16	19	16	21
YOR010C	16	17	11	20	12	16	13	9
YOR011W	62	80	74	73	95	94	72	74
YOR011W-A	0	2	1	3	1	2	4	6
YOR012W	1	2	1	3	0	0	3	1
YOR013W	3	3	2	4	3	4	7	1
YOR014W	50	37	40	41	41	35	34	42
YOR015W	3	1	4	3	6	6	6	3
YOR016C	12	11	11	8	9	11	8	11
YOR017W	54	46	51	37	38	50	30	44
YOR018W	42	33	45	40	46	47	32	46
YOR019W	47	29	38	42	36	46	35	43
YOR020C	4	5	5	7	4	3	6	4
YOR020W-A	1	2	5	2	4	3	4	1
YOR021C	10	9	7	5	11	6	11	8
YOR022C	46	45	42	40	34	42	40	35
YOR023C	20	28	23	25	25	33	31	29
YOR024W	7	4	6	7	8	11	4	2
YOR025W	19	23	21	29	27	22	22	28
YOR026W	24	20	15	19	16	19	13	7
YOR027W	33	27	23	37	30	24	23	36
YOR028C	11	20	12	6	23	16	14	12
YOR029W	3	6	4	5	5	4	4	2
YOR030W	7	4	9	7	32	35	34	27
YOR031W	6	1	0	3	1	4	5	3
YOR032C	22	21	24	18	11	9	20	15
YOR032W-A	2	3	4	2	3	7	1	2
YOR033C	41	41	39	28	46	36	39	36
YOR034C	31	25	33	37	39	40	48	45
YOR034C-A	3	1	5	3	4	5	2	3
YOR035C	40	30	36	46	43	39	50	42
YOR036W	21	9	13	20	12	14	17	18
YOR037W	17	15	23	15	19	16	22	20
YOR038C	47	51	52	50	51	48	42	41
YOR039W	12	21	9	17	9	8	14	12
YOR040W	13	14	11	11	19	18	13	22
YOR041C	16	16	11	17	16	18	17	15
YOR042W	25	28	24	29	32	23	32	29
YOR043W	24	34	25	18	24	23	22	20
YOR044W	14	7	10	8	5	11	8	3
YOR045W	3	2	2	3	0	0	3	0
YOR046C	23	20	11	29	34	31	33	19
YOR047C	23	24	25	31	25	31	18	27
YOR048C	62	43	40	47	58	53	47	49
YOR049C	17	22	22	17	25	29	12	18
YOR050C	3	6	6	8	2	2	1	7
YOR051C	19	12	15	24	28	13	17	21
YOR052C	11	4	6	7	10	6	11	4
YOR053W	12	14	13	12	9	8	11	10
YOR054C	49	47	49	41	54	57	49	52
YOR055W	14	11	14	11	10	19	13	13
YOR056C	28	20	24	30	33	32	17	27
YOR057W	21	26	18	15	9	16	18	21
YOR058C	53	51	41	59	46	54	48	44
YOR059C	27	27	12	28	17	26	18	34
YOR060C	19	6	8	14	15	22	15	18
YOR061W	13	13	15	24	21	18	14	14
YOR062C	14	13	16	18	17	6	16	11
YOR063W	21	13	21	24	18	19	22	23
YOR064C	6	13	13	12	15	15	16	4
YOR065W	19	20	20	19	16	13	15	19
YOR066W	49	41	37	36	39	30	28	33
YOR067C	29	35	32	27	23	21	29	28
YOR068C	17	13	11	18	19	4	12	14
YOR069W	36	41	31	35	43	44	38	37
YOR070C	30	29	32	25	37	35	27	31
YOR071C	28	36	33	30	28	39	31	34
YOR072W	3	3	5	5	8	3	4	1
YOR072W-A	0	0	4	3	1	4	7	3
YOR072W-B	0	1	0	0	0	1	0	0
YOR073W	32	29	35	29	40	33	18	33
YOR073W-A	6	7	6	5	4	9	9	9
YOR074C	23	24	20	16	28	19	14	17
YOR075W	20	15	13	19	24	18	9	17
YOR076C	46	54	37	38	40	41	40	39
YOR077W	11	13	13	12	9	13	8	11
YOR078W	18	9	8	11	11	4	9	4
YOR079C	15	16	12	10	26	20	15	20
YOR080W	45	38	34	36	48	39	45	36
YOR081C	40	57	43	58	42	43	41	50
YOR082C	7	13	8	9	11	5	8	9
YOR083W	10	15	15	19	19	21	12	21
YOR084W	20	20	14	18	23	22	22	15
YOR085W	15	14	17	18	21	19	14	16
YOR086C	60	74	70	72	73	64	67	61
YOR087W	43	24	37	32	33	24	35	45
YOR089C	16	8	8	11	11	7	11	9
YOR090C	42	23	34	30	31	43	24	27
YOR091W	15	19	10	15	10	15	13	20
YOR092W	42	32	30	38	32	19	31	28
YOR093C	85	77	76	100	107	96	78	99
YOR094W	9	8	3	11	10	7	8	14
YOR095C	12	10	12	17	9	12	14	10
YOR096W	14	9	13	11	11	16	9	11
YOR097C	11	9	9	16	15	13	7	5
YOR098C	62	52	48	79	65	57	55	67
YOR099W	20	14	23	22	23	18	25	26
YOR100C	14	12	16	26	18	20	15	20
YOR101W	11	13	18	19	10	16	17	13
YOR102W	9	8	14	15	12	13	10	12
YOR103C	4	14	10	18	13	13	10	10
YOR104W	8	6	5	12	9	9	9	10
YOR105W	0	0	0	0	0	0	0	0
YOR106W	14	12	10	15	17	13	12	20
YOR107W	16	16	17	21	16	21	14	11
YOR108C-A	4	4	4	9	8	6	7	5
YOR108W	35	32	32	36	39	37	32	36
YOR109W	55	53	68	59	67	50	66	50
YOR110W	27	20	26	17	22	29	18	25
YOR111W	16	6	5	6	8	16	11	15
YOR112W	51	31	45	53	44	35	46	54
YOR113W	58	45	41	57	59	58	45	44
YOR114W	15	16	16	15	22	16	12	16
YOR115C	16	13	11	12	14	11	12	18
YOR116C	85	84	79	89	82	88	71	88
YOR117W	17	17	34	17	19	23	18	25
YOR118W	30	32	31	32	43	29	25	25
YOR119C	19	29	32	20	21	25	28	15
YOR120W	25	29	19	23	24	26	15	22
YOR121C	6	10	9	6	11	7	10	11
YOR122C	8	15	12	4	9	8	9	7
YOR123C	34	29	16	14	27	19	26	25
YOR124C	69	62	73	76	70	72	70	68
YOR125C	12	10	13	14	15	15	12	13
YOR126C	15	15	11	4	14	12	12	7
YOR127W	6	4	7	8	53	49	57	57
YOR128C	28	33	26	30	32	35	29	18
YOR129C	50	51	31	57	52	69	41	56
YOR130C	20	13	9	17	8	12	13	12
YOR131C	17	11	11	10	7	8	10	14
YOR132W	32	34	31	37	33	31	22	23
YOR133W	10	7	9	10	18	4	4	6
YOR134W	22	24	12	22	21	20	22	26
YOR135C	12	11	12	11	11	15	9	11
YOR136W	26	30	24	32	41	19	27	23
YOR137C	40	31	36	35	38	39	22	29
YOR138C	41	40	35	37	36	35	24	31
YOR139C	13	11	8	18	14	7	17	15
YOR140W	55	59	56	45	46	58	47	51
YOR141C	47	35	41	40	45	50	44	38
YOR142W	14	19	28	11	24	18	16	17
YOR142W-A	0	0	0	0	0	0	0	0
YOR142W-B	0	0	0	0	0	0	0	0
YOR143C	17	15	16	16	19	17	19	21
YOR144C	48	53	29	42	31	38	46	36
YOR145C	17	16	20	25	24	17	28	20
YOR146W	9	9	10	17	11	11	9	9
YOR147W	42	39	29	34	36	24	29	26
YOR148C	7	12	9	15	6	10	7	5
YOR149C	21	27	25	34	36	35	29	25
YOR150W	15	11	7	4	12	14	5	7
YOR151C	70	57	55	78	75	73	69	67
YOR152C	12	13	9	8	18	9	13	8
YOR153W	85	89	93	74	110	89	74	79
YOR154W	29	29	37	29	35	22	39	37
YOR155C	18	26	20	20	29	25	24	28
YOR156C	42	36	36	39	51	35	35	29
YOR157C	11	17	11	9	14	15	15	9
YOR158W	19	15	13	17	18	13	10	15
YOR159C	3	2	3	7	2	1	2	6
YOR160W	58	55	51	58	63	50	59	48
YOR161C	31	26	21	33	37	33	34	30
YOR161C-C	0	1	1	2	1	1	1	1
YOR161W-A	4	4	7	1	6	3	2	4
YOR161W-B	12	9	14	9	6	15	12	5
YOR162C	53	39	48	46	41	34	57	39
YOR163W	4	7	10	15	7	9	7	13
YOR164C	19	16	12	13	16	17	14	13
YOR165W	45	33	40	43	54	33	43	40
YOR166C	22	18	21	28	25	18	15	23
YOR167C	2	3	1	3	0	2	1	3
YOR168W	43	53	39	49	51	34	36	53
YOR169C	8	17	10	15	16	17	6	11
YOR170W	6	8	5	6	8	7	8	12
YOR171C	31	36	34	35	45	26	30	30
YOR172W	59	40	42	45	35	40	31	46
YOR173W	22	16	22	21	20	25	20	13
YOR174W	11	15	9	15	17	12	15	10
YOR175C	34	36	33	36	35	36	34	22
YOR176W	22	20	27	17	24	24	16	20
YOR177C	20	33	18	20	20	19	25	12
YOR178C	46	46	52	46	41	39	34	35
YOR179C	10	16	11	11	10	7	8	10
YOR180C	17	16	13	12	18	16	17	20
YOR181W	28	28	37	19	39	35	28	35
YOR182C	8	5	4	5	6	2	6	4
YOR183W	3	6	7	6	8	5	6	8
YOR184W	24	21	19	19	21	20	21	21
YOR185C	7	7	7	10	15	7	14	8
YOR186C-A	5	6	7	10	7	4	4	2
YOR186W	8	4	8	11	14	10	8	6
YOR187W	20	22	23	27	24	21	30	22
YOR188W	68	59	48	58	76	49	63	64
YOR189W	5	5	2	10	9	4	9	3
YOR190W	25	18	20	23	16	21	26	29
YOR191W	94	78	83	90	92	105	97	79
YOR192C	28	31	30	33	31	23	40	27
YOR192C-A	0	0	0	0	0	0	0	0
YOR192C-B	5	1	4	3	4	5	0	1
YOR192C-C	1	0	3	0	2	3	0	0
YOR193W	16	15	12	21	13	23	20	14
YOR194C	13	17	14	17	15	18	18	13
YOR195W	37	38	39	46	53	43	43	39
YOR196C	28	26	20	24	26	25	20	22
YOR197W	29	18	22	24	20	21	19	26
YOR198C	33	21	24	25	26	27	18	25
YOR199W	0	2	5	2	6	3	4	2
YOR200W	8	12	14	14	11	10	6	9
YOR201C	30	23	25	28	22	23	28	20
YOR202W	9	9	4	9	6	14	12	7
YOR203W	3	3	2	3	2	5	1	3
YOR204W	33	27	23	34	36	29	30	33
YOR205C	25	35	26	21	23	30	27	27
YOR206W	35	39	36	27	45	42	31	40
YOR207C	79	66	56	53	72	58	56	60
YOR208W	45	41	36	42	48	40	29	40
YOR209C	21	25	25	21	18	22	25	15
YOR210W	5	2	1	2	3	3	2	3
YOR211C	43	56	47	56	42	52	46	47
YOR212W	28	27	21	27	22	19	22	21
YOR213C	11	11	13	15	15	13	6	7
YOR214C	10	15	19	19	6	11	13	15
YOR215C	7	10	12	8	9	6	9	6
YOR216C	26	30	25	31	26	32	25	28
YOR217W	51	48	49	58	65	50	50	50
YOR218C	13	13	13	20	15	17	15	10
YOR219C	51	58	61	42	62	46	48	49
YOR220W	17	8	20	12	13	11	6	10
YOR221C	23	23	12	26	22	17	18	16
YOR222W	15	14	15	17	18	12	9	16
YOR223W	12	13	18	8	20	12	14	12
YOR224C	9	8	9	7	7	5	4	11
YOR225W	7	6	8	8	8	7	6	7
YOR226C	9	5	10	10	7	9	9	16
YOR227W	68	64	49	53	74	63	75	81
YOR228C	16	21	12	12	15	11	16	22
YOR229W	23	26	22	33	28	26	21	16
YOR230W	25	17	17	26	23	16	15	17
YOR231C-A	7	7	4	9	6	10	10	2
YOR231W	40	30	31	29	39	25	35	28
YOR232W	11	13	4	14	13	14	16	10
YOR233W	39	41	52	36	38	40	39	34
YOR234C	6	10	7	10	8	9	4	2
YOR235W	4	2	2	0	2	2	3	3
YOR236W	19	8	10	18	10	7	10	7
YOR237W	20	17	19	29	19	32	31	19
YOR238W	21	19	14	17	9	12	21	12
YOR239W	31	32	36	31	30	27	29	24
YOR241W	24	24	20	27	24	42	25	17
YOR242C	19	21	20	24	9	16	22	17
YOR243C	29	29	37	36	34	38	31	32
YOR244W	24	24	26	30	26	20	18	20
YOR245C	26	20	22	21	27	27	15	23
YOR246C	13	20	15	19	27	16	15	16
YOR247W	5	3	5	5	4	4	3	2
YOR248W	0	0	0	0	0	0	0	0
YOR249C	3	4	7	7	33	34	36	38
YOR250C	29	16	28	25	18	29	27	24
YOR251C	18	19	22	20	11	14	11	27
YOR252W	13	6	7	9	7	4	9	6
YOR253W	12	14	7	8	14	12	4	4
YOR254C	31	41	38	27	43	40	38	36
YOR255W	8	17	10	12	21	17	12	18
YOR256C	56	46	35	48	51	43	37	34
YOR257W	6	7	6	13	6	7	6	6
YOR258W	14	7	13	9	13	15	6	19
YOR259C	25	16	21	28	26	26	22	24
YOR260W	46	46	22	38	39	31	30	23
YOR261C	19	23	21	20	17	19	18	10
YOR262W	18	26	15	16	20	18	12	23
YOR263C	9	13	8	20	12	13	3	9
YOR264W	26	26	27	33	29	37	37	30
YOR265W	7	2	2	5	1	2	6	5
YOR266W	16	16	17	30	23	26	20	16
YOR267C	50	37	36	38	38	38	51	31
YOR268C	7	6	8	6	6	5	6	5
YOR269W	26	19	26	24	25	24	14	23
YOR270C	52	49	41	48	50	42	36	44
YOR271C	20	18	17	12	18	23	14	16
YOR272W	25	23	25	27	17	20	20	16
YOR273C	39	37	34	33	46	45	36	30
YOR274W	25	19	24	25	21	25	12	26
YOR275C	33	38	42	29	36	41	30	28
YOR276W	12	20	8	9	10	14	17	12
YOR277C	7	11	13	7	11	12	6	12
YOR278W	21	13	10	18	16	10	12	15
YOR279C	16	17	21	24	25	12	22	20
YOR280C	17	9	16	13	16	16	9	12
YOR281C	16	21	8	20	14	21	19	20
YOR282W	6	4	11	10	5	11	6	5
YOR283W	9	18	15	8	9	10	10	7
YOR284W	13	8	8	10	14	10	13	25
YOR285W	7	6	6	3	4	10	3	4
YOR286W	7	9	2	10	9	6	3	11
YOR287C	19	12	8	17	17	30	22	7
YOR288C	20	16	24	18	16	13	12	15
YOR289W	16	18	13	15	17	12	13	13
YOR290C	100	97	90	94	96	91	90	107
YOR291W	77	82	74	82	76	77	80	84
YOR292C	9	12	13	14	16	23	18	12
YOR293C-A	1	1	2	0	2	2	0	1
YOR293W	3	9	4	11	6	8	5	5
YOR294W	4	11	12	11	14	11	12	12
YOR295W	14	14	9	16	9	3	10	14
YOR296W	72	59	64	61	80	64	89	57
YOR297C	7	12	10	12	11	9	9	11
YOR298C-A	5	8	4	8	7	5	7	6
YOR298W	26	26	23	26	16	30	26	21
YOR299W	45	31	32	42	42	43	35	42
YOR300W	6	5	4	3	2	1	2	4
YOR301W	25	24	10	13	19	28	18	27
YOR302W	1	0	0	0	2	2	0	0
YOR303W	22	26	17	25	12	23	13	27
YOR304C-A	3	0	3	4	3	3	2	1
YOR304W	66	63	62	58	60	76	49	61
YOR305W	15	12	7	17	15	14	10	18
YOR306C	30	25	30	33	25	27	24	30
YOR307C	37	26	30	26	25	25	26	26
YOR308C	29	32	29	19	29	33	30	28
YOR309C	0	0	3	4	0	0	1	0
YOR310C	22	18	22	33	27	26	19	22
YOR311C	16	17	11	12	28	13	8	9
YOR312C	15	9	15	8	13	13	11	10
YOR313C	29	21	18	17	22	12	13	14
YOR314W	5	5	9	5	2	3	5	1
YOR314W-A	1	1	1	3	2	2	0	0
YOR315W	22	13	15	23	22	27	22	16
YOR316C	31	16	18	28	22	31	22	19
YOR316C-A	4	4	1	5	1	3	3	0
YOR317W	33	45	46	47	37	38	42	35
YOR318C	5	8	4	8	4	8	11	3
YOR319W	9	8	8	15	6	9	11	9
YOR320C	26	29	20	30	22	26	26	36
YOR321W	40	39	38	44	61	37	34	50
YOR322C	44	36	45	38	48	46	35	43
YOR323C	25	21	30	15	20	21	21	16
YOR324C	43	30	41	39	40	39	40	45
YOR325W	17	23	13	19	17	6	21	14
YOR326W	12	13	11	13	92	84	85	70
YOR327C	7	9	5	1	6	6	4	2
YOR328W	84	68	90	86	100	89	94	93
YOR329C	52	53	42	45	46	43	29	46
YOR329W-A	1	1	0	4	7	4	2	1
YOR330C	82	67	66	103	67	77	68	66
YOR331C	17	22	12	20	20	30	11	20
YOR332W	18	21	20	18	30	15	18	26
YOR333C	14	8	11	12	15	5	10	16
YOR334W	38	31	38	35	25	34	36	32
YOR335C	59	46	47	51	44	52	42	55
YOR335W-A	9	2	4	4	5	3	3	3
YOR336W	82	83	75	71	78	58	64	63
YOR337W	40	45	38	38	39	36	37	41
YOR338W	16	18	19	20	19	28	20	18
YOR339C	5	5	8	7	8	6	10	2
YOR340C	22	19	14	15	10	16	14	11
